ITERATION,PRED,TRUE,PROB.CASE
0,0,0,0.013267799280583858
0,0,1,0.06587327271699905
0,0,0,0.20378747582435608
0,1,1,0.5786626935005188
0,0,1,0.10043122619390488
0,1,0,0.9973611235618591
0,1,0,0.6417117118835449
0,0,0,0.3166571855545044
0,1,1,0.8912530541419983
0,0,1,0.00580183370038867
0,0,1,0.0017559939296916127
0,0,0,0.00932040624320507
0,1,1,0.9883612394332886
0,1,0,0.8967840671539307
1,0,0,0.28164297342300415
1,0,0,0.38115769624710083
1,1,0,0.5018571019172668
1,1,1,0.513640820980072
1,0,0,0.16144318878650665
1,0,0,0.3415199816226959
1,0,1,0.25240254402160645
1,1,0,0.5257996916770935
1,0,1,0.4410853981971741
1,0,1,0.2048301100730896
1,1,1,0.7429866194725037
1,0,1,0.2575502097606659
1,1,1,0.6559555530548096
2,0,1,0.28970491886138916
2,0,0,0.14658910036087036
2,1,1,0.6870376467704773
2,0,1,0.470013290643692
2,0,0,0.4116742014884949
2,1,1,0.7750263810157776
2,1,0,0.7688862085342407
2,1,1,0.5743062496185303
2,1,0,0.5599411725997925
2,1,0,0.578702449798584
2,0,0,0.3674515187740326
2,1,1,0.6115509271621704
2,1,1,0.7756328582763672
3,0,0,0.24237270653247833
3,0,1,0.024583296850323677
3,1,1,0.6088437438011169
3,1,1,0.7755154967308044
3,0,0,0.051355306059122086
3,0,1,0.0006155126029625535
3,1,0,0.9767074584960938
3,1,1,0.7971951961517334
3,0,0,0.012404722161591053
3,1,1,0.987544059753418
3,1,1,0.9279469847679138
3,1,0,0.6237841248512268
3,1,0,0.9641174674034119
4,0,0,0.3094303011894226
4,1,1,0.9322271943092346
4,1,0,0.7968745827674866
4,1,0,0.9859596490859985
4,1,1,0.6179109215736389
4,1,0,0.964694619178772
4,1,0,0.5116196274757385
4,1,1,0.8668823838233948
4,1,1,0.9359861612319946
4,1,0,0.6044444441795349
4,1,1,0.9025143384933472
4,1,0,0.7007139325141907
4,1,1,0.8745827078819275
5,1,0,0.9464561939239502
5,0,0,0.09518786519765854
5,1,0,0.9854225516319275
5,0,1,0.008509159088134766
5,0,0,0.18776951730251312
5,0,0,0.008626039139926434
5,1,1,0.9989319443702698
5,1,1,0.9559546709060669
5,1,1,0.8168848156929016
5,0,0,0.05121048912405968
5,0,1,0.07401829212903976
