ITERATION,PRED,TRUE,PROB.CASE
0,0,0,0.4750208258628845
0,0,1,0.28905051946640015
0,0,0,0.40131232142448425
0,1,1,0.5498339533805847
0,0,1,0.4750208258628845
0,1,0,0.6899744868278503
0,1,0,0.6899744868278503
0,0,0,0.3543436825275421
0,1,1,0.6899744868278503
0,1,1,0.5249791741371155
0,0,1,0.3543437123298645
0,0,0,0.4501659870147705
0,1,1,0.6899744868278503
0,1,0,0.5
1,1,0,0.6899744272232056
1,1,0,0.6899744272232056
1,0,0,0.31002551317214966
1,0,1,0.4255574643611908
1,0,0,0.3543437123298645
1,0,0,0.3543437123298645
1,1,1,0.7310585975646973
1,1,0,0.6899744272232056
1,0,1,0.3318122327327728
1,1,1,0.622459352016449
1,0,1,0.4501659870147705
1,1,1,0.5249791741371155
1,0,1,0.31002551317214966
2,1,1,0.5744425058364868
2,1,0,0.5
2,0,1,0.4750208258628845
2,0,1,0.3775406777858734
2,1,0,0.5
2,1,1,0.5
2,1,0,0.5
2,1,1,0.5986876487731934
2,0,0,0.3318122327327728
2,0,0,0.4255574643611908
2,0,0,0.3318122327327728
2,0,1,0.3775406777858734
2,1,1,0.622459352016449
3,0,0,0.3318122327327728
3,0,1,0.4255574643611908
3,1,1,0.5986876487731934
3,1,1,0.5986876487731934
3,1,0,0.5
3,1,1,0.5249791741371155
3,0,0,0.4255574643611908
3,0,1,0.4750208258628845
3,0,0,0.4750208258628845
3,1,1,0.6681877970695496
3,1,1,0.5744425058364868
3,0,0,0.4750208258628845
3,1,0,0.5249791741371155
4,1,0,0.5744425058364868
4,0,1,0.4501659870147705
4,0,0,0.3543437123298645
4,0,0,0.4750208258628845
4,1,1,0.5744425058364868
4,1,0,0.6681877970695496
4,1,0,0.5744425058364868
4,0,1,0.3543437123298645
4,1,1,0.6681877970695496
4,1,0,0.5744425058364868
4,0,1,0.3318122327327728
4,0,0,0.3543437123298645
4,0,1,0.3318122327327728
5,0,0,0.3775406777858734
5,1,0,0.6899744868278503
5,0,0,0.28905051946640015
5,0,1,0.3318122327327728
5,0,0,0.4255574643611908
5,0,0,0.3775406777858734
5,0,1,0.4255574643611908
5,1,1,0.6681877970695496
5,1,1,0.6899744868278503
5,0,0,0.4255574643611908
5,0,1,0.3318122327327728
5,0,1,0.3775406777858734
5,1,1,0.6681877970695496
5,1,0,0.6456562876701355
6,0,1,0.3318122327327728
6,0,1,0.3775406777858734
6,0,1,0.40131238102912903
6,0,0,0.3318122327327728
6,1,0,0.6456562876701355
6,0,0,0.3318122327327728
6,0,1,0.4501659870147705
6,1,0,0.6456562876701355
6,0,0,0.4501659870147705
